Name_Virture,Name_Pool ,Destination,Protocol,Profiles
/Common/vs_AnychatRS_8912,/Common/pool_AnychatRS_8912,/Common/192.168.2.87:8912,tcp,/Common/tcp
/Common/vs_AnychatRS_8912_UDP,/Common/pool_AnychatRS_8912_UDP,/Common/192.168.2.87:8912,udp,/Common/udp
/Common/vs_ShouDan_443,/Common/pool_ShouDan_29100,/Common/192.168.2.123:443,tcp,/Common/tcp
/Common/vs_ShouDan_8080,/Common/pool_ShouDan_8080,/Common/192.168.2.123:8080,tcp,/Common/tcp
/Common/vs_ShouDan_29003,/Common/pool_ShouDan_29003,/Common/192.168.2.123:29003,tcp,/Common/tcp
/Common/vs_cmrwm_8080,/Common/pool_cmrwm_8080,/Common/192.168.2.76:8080,tcp,/Common/tcp
/Common/vs_csapp_8080,/Common/pool_csapp_8080,/Common/192.168.2.64:8080,tcp,/Common/tcp
/Common/vs_cz_mobile_bank,/Common/pool_cz_mobile_bank,/Common/192.168.2.56:8080,tcp,/Common/http
/Common/vs_direct_bank,/Common/pool_direct_bank,/Common/192.168.2.51:8080,tcp,/Common/http_xforwarded
/Common/vs_eba,/Common/pool_eba,/Common/192.168.2.53:8080,tcp,/Common/http_xforwarded
/Common/vs_eidweb_8080,/Common/pool_eidweb_8080,/Common/192.168.2.115:8080,tcp,/Common/tcp
/Common/vs_epay,/Common/pool_epay,/Common/192.168.2.50:80,tcp,/Common/http_xforwarded
/Common/vs_epay_9091,/Common/pool_epay_9091,/Common/192.168.2.50:9091,tcp,/Common/tcp
/Common/vs_gmfaihs_80,/Common/pool_mfaihs_80,/Common/192.168.2.81:80,tcp,/Common/tcp
/Common/vs_gxp,/Common/pool_gxp,/Common/192.168.2.36:0,tcp,/Common/tcp
/Common/vs_gxp_10032,/Common/pool_gxp_10032,/Common/192.168.2.36:10032,tcp,/Common/tcp
/Common/vs_gxp_50000,/Common/pool_gxp_50000,/Common/192.168.2.36:50000,tcp,/Common/tcp
/Common/vs_gxp_50001,/Common/pool_gxp_50001,/Common/192.168.2.36:50001,tcp,/Common/tcp
/Common/vs_gxp_50002,/Common/pool_gxp_50002,/Common/192.168.2.36:50002,tcp,/Common/tcp
/Common/vs_gxp_50003,/Common/pool_gxp_50003,/Common/192.168.2.36:50003,tcp,/Common/tcp
/Common/vs_gxp_50004,/Common/pool_gxp_50004,/Common/192.168.2.36:50004,tcp,/Common/tcp
/Common/vs_gxp_50005,/Common/pool_gxp_50005,/Common/192.168.2.36:50005,tcp,/Common/tcp
/Common/vs_gxp_50006,/Common/pool_gxp_50006,/Common/192.168.2.36:50006,tcp,/Common/tcp
/Common/vs_gxp_50007,/Common/pool_gxp_50007,/Common/192.168.2.36:50007,tcp,/Common/tcp
/Common/vs_gxp_50008,/Common/pool_gxp_50008,/Common/192.168.2.36:50008,tcp,/Common/tcp
/Common/vs_gxp_50009,/Common/pool_gxp_50009,/Common/192.168.2.36:50009,tcp,/Common/tcp
/Common/vs_gxp_50010,/Common/pool_gxp_50010,/Common/192.168.2.36:50010,tcp,/Common/tcp
/Common/vs_gxp_50019,/Common/pool_gxp_50019,/Common/192.168.2.36:50019,tcp,/Common/tcp
/Common/vs_gxp_50020,/Common/pool_gxp_50020,/Common/192.168.2.36:50020,tcp,/Common/tcp
/Common/vs_gxp_50027,/Common/pool_gxp_50027,/Common/192.168.2.36:50027,tcp,/Common/tcp
/Common/vs_gxp_50030,/Common/pool_gxp_50030,/Common/192.168.2.36:50030,tcp,/Common/tcp
/Common/vs_gxp_50035,/Common/pool_gxp_50035,/Common/192.168.2.36:50035,tcp,/Common/tcp
/Common/vs_gxp_50036,/Common/pool_gxp_50036,/Common/192.168.2.36:50036,tcp,/Common/tcp
/Common/vs_gxp_50038,/Common/pool_gxp_50038,/Common/192.168.2.36:50038,tcp,/Common/tcp
/Common/vs_gxp_50039,/Common/pool_gxp_50039,/Common/192.168.2.36:50039,tcp,/Common/tcp
/Common/vs_gxp_50040,/Common/pool_gxp_50040,/Common/192.168.2.36:50040,tcp,/Common/tcp
/Common/vs_gxp_50043,/Common/pool_gxp_50043,/Common/192.168.2.36:50043,tcp,/Common/tcp
/Common/vs_gxp_50045,/Common/pool_gxp_50045,/Common/192.168.2.36:50045,tcp,/Common/tcp
/Common/vs_gxp_50046,/Common/pool_gxp_50046,/Common/192.168.2.36:50046,tcp,/Common/tcp
/Common/vs_gxp_50048,/Common/pool_gxp_50048,/Common/192.168.2.36:50048,tcp,/Common/tcp
/Common/vs_gxp_50050,/Common/pool_gxp_50050,/Common/192.168.2.36:50050,tcp,/Common/tcp
/Common/vs_gxp_50051,/Common/pool_gxp_50051,/Common/192.168.2.36:50051,tcp,/Common/tcp
